Status,Date_Time,City,State,Country,Shape,Summary,Has_Media,Explanation
Open,12/20/1997 02:24,San Jose,CA,USA,Triangle,IT WAS ABOUT 2:20 IN THE MORNING I SEEN A DARK OBJECT ABOUT 40-45 FEET IN THE AIR. IT PASSED RIGHT ABOVE MY HEAD FLYING ABOUT THE PA,11/25/2003,
Open,12/18/1997 22:50,Oxnard,CA,USA,Cigar,"Huge cigar shaped craft followed our power lines, continuing west out to sea.",08/20/1999,
Open,12/17/1997 00:20,West Hollywood,CA,USA,Unknown,"i saw a glowing object moving from east to west, i noticed at about 25 degrees from horizon and followed it to 90 degrees where it appe",12/17/1997,
Open,12/16/1997 23:23,North San Diego,CA,USA,Fireball,Green fireball. Seemed to be too low for a celestial event. Definitely not fireworks.,12/17/1997,
Open,12/16/1997 02:30,Tarzana (San Fernando Valley),CA,USA,Triangle,"a sharp geometrical(triangular shape) large, low flying,bright lights and took place in san fernando valley- california 2:30 at night.",07/19/1999,
Open,12/15/1997 20:00,Salida,CA,USA,Light,Two lighted circular UFO's play follow the leader,10/18/2003,
Open,12/10/1997 01:30,Oakland,CA,USA,Triangle,I was looking at the night sky and noticed a few stars dissapear then reappear. At first I thought it was a little strange and almost a,07/19/2004,
Open,12/05/1997 18:00,Salton Sea (Over),CA,USA,Disk,Unidentified Flying Object on commercial Flight From LAX to TUC on 12/05/97 in the PM.,12/07/1997,
Open,12/01/1997 21:45,San Jose,CA,USA,Triangle,It was a clear starlit night when I noticed an object in the south-eastern sky. At a distance I assumed it was an airplane on the flig,12/11/1997,
Open,12/01/1997 21:15,Santa Cruz,CA,USA,Triangle,It was night and I saw large lights coming toward my house in Santa Cruz California. I was standing outside in my driveway when I saw,08/01/1998,
Open,12/01/1997 12:00,San Francisco (Observed from),CA,USA,Other,Large sphere and cylinder space junk reentering atmosphere southeasterly of San Francisco probably in Central Valley or Nevada.,08/08/1999,
Open,11/30/1997 18:00,Sacramento,CA,USA,Light,I think we saw something simular as discribed on the Art Bell Show last night. A flair would be an accurate discription. Would have b,12/02/1997,
Open,11/29/1997 20:00,Gorman (60 miles north of Los Angeles),CA,USA,Light,"I was coyote calling on top of a mountain at night, and the sky was dark with clouds. A red flickering light came down through the clou",12/02/1997,
Open,11/15/1997 22:00,Eureka,CA,USA,Triangle,large slow moving triange-shaped aircraft flies over Eureka California... 1997,02/14/2001,
Open,11/15/1997 20:00,El Centro,CA,USA,Oval,I was with my girlfriend camping in the Anza Borrego desert in November 1997 at about 8pm. I looked up to the south and observed a hug,04/25/2019,
Open,11/14/1997 23:15,Redondo Beach,CA,USA,Fireball,Blue-Green Light ball streaked in SW driection at low altitude making distinguishable buzzing sound. Object appeared to be traveling at,11/16/1997,
Open,11/14/1997 19:55,Oakland,CA,USA,Disk,Saw hovering craft above SF Bay Area above Oakland Coliseum area. Craft was saucer like from what we could see. The top was unlit and,11/16/1997,
Open,11/10/1997 23:00,Santee,CA,USA,Light,We were parked in my car talking when my friend pointed out three green balls of light in the distance. As soon as I looked they shot s,09/26/1998,
Open,11/08/1997 18:20,Saugus,CA,USA,other,2 ships were spotted,11/09/1997,
Open,11/01/1997 22:00,Los Angeles (just outside),CA,USA,Light,"It was a green light that hovered over the horizon being very still. After a few seconds of looking at it, it dropped straight below t",01/22/1998,
Open,11/01/1997 21:35,Carson,CA,USA,Formation,"7 white lights in the form of an ""L"" traveled NW to SE seen from my backyard. Lights perfectly spaced apart, never changed formation.",11/03/1997,
Open,11/01/1997 18:30,Sartoga,CA,USA,Other,bent-bowling pin craft with no lights flies over in a north to south direction,08/06/2001,
Open,10/31/1997 22:18,Santa Ana,CA,USA,Light,"Saw an orange, round object in the northern sky under clear conditions. Object was flickering in brightness and was moving very slowly",11/01/1997,
Open,10/28/1997 18:05,Sacramento,CA,USA,light,"I was driving when i saw lights flashing on and off. The lights were very fast, faster than a plain. When the object flew over my head",10/28/1997,
Open,10/24/1997 22:05,Santa Rosa,CA,USA,circle,Circular object; leading edge visable and dull white;shape of crecent moon; heading nw to se; twice size of moon; no details other than,10/25/1997,
Open,10/24/1997 20:42,Fairfield,CA,USA,Sphere,Round blue-green object seen hurling to earth. It disappeared before reaching the ground. It was only visible in the night sky for ap,11/20/1997,
Open,10/22/1997 15:00,Milford,CA,USA,Disk,Silver saucer shaped craft seen clearly over Sierra Nevada mountains for a short time.,10/09/2007,
Open,10/16/1997 19:05,Hollister,CA,USA,Light,"Very dim light, extreme altatude, traveling from Pacific easterly aprox. over San Jose or S.F., dramatic turn to south/east toward Araz",10/16/1997,
Open,10/15/1997 17:30,Daggett,CA,USA,Rectangle,"One very fast, very low flying rectangular object changes direction, stops, then seperates into three equally fast smaller objects.",09/29/2007,
Open,10/15/1997 07:00,Pasadena,CA,USA,Oval,it was a plasma craft . It looked just like the pics taken in mex of a plasma craft.,02/13/2001,
Open,10/14/1997 23:55,San Diego,CA,USA,Light,I walked outside and there were a few stars that were twinkling. Which were in the configuration of ORION. I called my boyfriend outsid,10/15/1997,
Open,10/13/1997 22:15,Hollister,CA,USA,Light,"I was walking on a county road looking at the stars as I often do When I noticed a star becoming brighter, Then to my amazement it move",10/14/1997,
Open,10/12/1997 18:30,Huntington Beach,CA,USA,Sphere,Sphere chased by Huntington Beach Helocopter,10/18/2005,
Open,10/09/1997 11:40,Camarillo,CA,USA,Circle,"all three of us were friends. My friend,(deleted), saw it first. He said ""What's that shiny thing in the sky?"" I said, ""Where? I d",10/12/1997,
Open,10/02/1997 14:00,Los Angeles (Malibu Beach),CA,USA,Sphere,"oval, spheric object moving fast and straight",10/24/2002,
Open,09/28/1997 23:15,San Francisco,CA,USA,Triangle,flying-wing shape outlined by 12-14 lights. Apparent high altitude over- head east to west mvmnt. Appx. 9-12 moon widths,06/18/1999,
Open,09/20/1997 22:15,Poway,CA,USA,Triangle,"lights in the shape of a ""V"" were observed by approx 12 people, nobody had an explanation of what they saw, and nobody had ever seen su",01/10/1999,
Open,09/19/1997 22:00,Crescent City (80 miles west of),CA,USA,Disk,craft with blinking colored lights flying faster than any object known.,06/29/1998,
Open,09/19/1997 00:00,Garden Grove,CA,USA,Rectangle,Around 6:30 PM I was walking through a Vons Pavilions parking lot when I looked up and saw 4 black objects near the ground. 3 of those,10/15/2019,
Open,09/17/1997 18:00,Delilah Lookout (Sequoia N F),CA,USA,Disk,"Right around dusk, my girlfriend and I had just finished dinner in the fire lookout tower. She spotted something to the north, over a m",11/15/1999,
Open,09/15/1997 09:00,Sherman Oaks,CA,USA,Cigar,Cigar shaped object in Sherman Oaks,11/15/2005,
Open,09/10/1997 19:00,Alta Loma,CA,USA,Circle,Very bright circular object about 1500 to 2000 above ground level very slowly moving to the southwest.,12/06/1998,
Open,09/01/1997 22:30,Carlsbad,CA,USA,Orb,Round orb of light seen in back yard.between apr.and oct 1997.,08/31/2009,
Open,08/30/1997 18:00,San Jose,CA,USA,Formation,I saw round solid color objects flying in pairs in daylight,11/25/2004,
Open,08/25/1997 22:00,Fontana,CA,USA,Triangle,My brother and I saw 3 lights forming a shape of a triangle,08/21/2006,
Open,08/24/1997 18:00,Palm Springs,CA,USA,Cigar,Cigar shaped craft in high heavens bewilders mother and son.,06/23/2003,
Open,08/23/1997 22:00,Sherman Oaks,CA,USA,Formation,"I was at a party, there was at least 20 people outside when 5 light`s came out of the north east. I thought they might be helicopters u",05/27/1999,
Open,08/18/1997 19:00,Manhattan Beach,CA,USA,Teardrop,Spheres clone then vanish,07/08/2002,
Open,08/17/1997 05:00,Salinas,CA,USA,Light,a LIGHT IN THE SKY THAT LOOKED LIKE THE NORTH STAR. THE DIFFERENCE WAS WE COULD SEE THE MOON AND THE NORTH STAR. THE OTHER LIGHT I COUL,08/17/1997,
Open,08/15/1997 00:00,Acton (approx.),CA,USA,Oval,"Oblong, orange light in sky traveling at slow speed. White beam of light came down from orange light, then went back up into orange li",07/31/1999,
Open,08/14/1997 13:00,Norco (River and Trail),CA,USA,Disk,"I observed a shinny mettalic Disk Flying, across the clear blue sky.",12/07/1997,
Open,08/12/1997 21:15,Canyon,CA,USA,Light,"Two adults witness three dim yellow lights flying in rough triangle formation, moving from north to south. The three lights jockey for",08/13/1997,
Open,08/05/1997 03:30,Santa Cruz,CA,USA,Diamond,My roomate was taking a picture of me on a mountain. When he snapped a picture of the craft also. I was electrified or something and my,05/17/1999,
Open,08/03/1997 21:15,Palm Springs (Cathedral City),CA,USA,Light,"A ""UFO"" was erratically flying in the sky circling an object, when it shot a light and destroyed the object.",06/07/1998,
Open,08/02/1997 22:50,Rocklin,CA,USA,Other,One object was obviously pursuing another at very high altitude,09/25/2002,
Open,08/02/1997 21:00,Livermore,CA,USA,Circle,"Watching Smother's Brothers concert, lawn seating. Dark sky, Semi circle of bright colored lights appeared, then moved away rapidly",09/08/2023,
Open,08/01/1997 05:40,Santa Monica & Brentwood,CA,USA,Light,"Bright light seems to follow my vehicle for several miles. Eventually a cloud develops around the light, it explodes and disappears.",01/20/2019,
Open !,07/27/1997 19:33,Between Santa Cruz and Davenport Ca,CA,USA,Orb,"Noticed in rear view mirror object depending slowly behind us and to our left. Came forward towards us and paralleled our car,",09/27/2023,
Open,07/25/1997 03:00,Colfax (closer to Weimar),CA,USA,Fireball,"Early in the morning, I awoke, rapidly sitting up in bed as if awakened by a bad dream. Without any thought or autonomy on my part, I g",11/26/1998,
Open,07/23/1997 13:30,Los Angeles,CA,USA,Other,"On busy Wilshire Blvd. I looked up between tall buildings, saw ""Top Hat"" shaped craft stationary between buildings. There were porthol",06/24/1999,
Open,07/19/1997 17:30,Newark to San Leandro,CA,USA,Other,"While during commute in fall of 1997 or 1998 on my north bound commute between San Jose and Sanleandro, California, I witness a drizzle",04/10/2004,
Open,07/16/1997 20:00,Mojave,CA,USA,Light,"Small triangular formations in desert sky, forming into larger triangle formation",02/25/2005,
Open,07/14/1997 00:00,Hayward,CA,USA,Fireball,I observed several types of crafts over this period of time and many were daylight sightings.Also may have seen entity(e.t).,04/08/1998,
Open,07/04/1997 22:00,"Redding (northeast of, out over Millville, approximately)",CA,USA,Light,Two amber lights moving at the same distance apart beginning at one end of Redding and ending in the north eastern direction above Redd,07/04/1997,
Open,07/04/1997 22:00,Redding,CA,USA,,Hi...this is ((name deler...916-((number deleted)). I spoke with you regarding the lights that dropped an object over Redding on JL04,07/09/1997,
Open,07/04/1997 16:00,San Diego,CA,USA,Cigar,On July 3 1997 my 2 brothers and I saw a cigar shape going northwest it lasted a few min.,09/30/2003,
Open,07/04/1997 13:00,Long Beach,CA,USA,Egg,egg shape UFO sppoted 4th of Jul 1997 Stainless steal reflective in color about 13:00 hours hovering,07/16/2005,
Open,07/02/1997 21:30,Calistoga (Knights Valley),CA,USA,Triangle,"A Large triangular aircraft passed silently overhead. It had 4 lights in front, a bright light underneath, a wavelike column of yellow-",11/15/1998,
Open,07/02/1997 21:00,Davenport,CA,USA,circle,Traveling northbound on hwy 1 towards Davenport from Santa Cruz I noticed a white circular or round glowing object out the driverside w,07/03/1997,
Open,07/02/1997 21:00,Petaluma,CA,USA,Changing,We saw and followed a bright light for quite a number of miles on a summer evening in July of 1997.,01/01/1999,
Open,07/01/1997 23:00,Willow Creek,CA,USA,Orb,"Blue orb appears out of nowhere, lights up huge area, and then sets behind my house on mountain-side.",02/13/2013,
Open,06/30/1997 06:00,Camarillo,CA,USA,Circle,"1997 Camarillo, Calif. huge bright light moved at a fast rate of speed then hovered over my car then disappeared. 30 min. pos. 5/31/06",05/31/2006,
Open,06/24/1997 21:00,Fresno,CA,USA,light,western sky i observed a bright light just after the setting sun.about 9:pm,06/24/1997,
Open,06/24/1997 01:57,San Francisco,CA,USA,oval,close oval white object transforms self to a circular green object - both had trails of same color,07/06/1997,
Open,06/23/1997 01:00,Willow Creek Campground,CA,USA,Other,"Late in the evening, just before retiring, A luminous object was spotted just above a mountain, and in between two trees. It appeared t",10/08/1997,
Open,06/17/1997 12:00,Pico Rivera,CA,USA,Chevron,"black,low flying from north to south,like from civic center to long beach silent,pencil thin very quick less then 1000ft elev.? appeard",11/06/1999,
Open,06/17/1997 01:30,Petaluma,CA,USA,Light,"The object, which was about 30 degrees above the horizon and towards the south, moved. It shot from its stationary position at a speed",09/22/2000,
Open,06/15/1997 23:00,Sun City/Menifee,CA,USA,Fireball,Green shapes flying across west horizon above hills where other people had been saying they had seen stuff around there before.,06/18/1999,
Open,06/15/1997 22:15,Irvine,CA,USA,Changing,"Craft (looked exactly like Gulf Breeze pictures) flew along nearby hillside, close enough to be seen clearly. Completly silent.",09/18/1998,
Open !,06/15/1997 18:00,Borrego Springs,CA,USA,Orb,"Superstition Hill UFO sighting summer 1997 I went camping off of Old Kane Springs Road, Borrego Springs, California just south of High",01/09/2017,Y
Open,06/15/1997 13:00,Colorado Springs,CA,USA,Disk,"When my sister and I were little kids, we saw a disk-shaped ufo hovering over our apartment building.",04/02/2013,
Open,06/14/1997 20:00,Ludlow,CA,USA,,enormous pulsing red smoke bellowing lights,08/27/2010,
Open,06/13/1997 16:00,Beverly Hills (adjacent),CA,USA,Triangle,"I tried to get on to Art Bell on 1/17/04, but could not. What compelled me to write was that a) I am a journalist, and you talked about",01/18/2004,
Open,06/09/1997 01:15,Monterey (north of),CA,USA,Other,"saw blue green bright flash covering entire horizen, then few miles down the road off of highway 1, saw two perfect circles of fire in",06/09/1997,
Open,06/08/1997 22:00,Los Angeles,CA,USA,Fireball,"Red orb moving in slow, fluid elongated ""s"" path. Orb was being chased by at least 3 helicopters over the 5 fwy running alon",12/07/2019,
Open,06/08/1997 15:00,Santa Clara,CA,USA,Changing,"It sped off at a teriffic speed, changing size and color.",08/10/2000,
Open,06/05/1997 21:30,Hayward,CA,USA,Other,It was hat-shaped and and entirely lighted up and it landed in an in an industrial area,06/15/1997,
Open,06/01/1997 22:30,San Fransisco,CA,USA,Formation,from a roof top one nighit I was lyeing lookin at the sky when i saw two faint lights in the night skyover to my far write. AS I looked,09/06/2001,
Open,06/01/1997 22:00,Richmond,CA,USA,Other,"Silent ""Airplanes"" at Low Altitude",12/29/2003,
Open,06/01/1997 21:00,Southern California Operations Area,CA,USA,Triangle,UFO Sighting on aboard Naval Ship while at sea,06/12/2003,
Open,06/01/1997 19:00,El Centro,CA,USA,Chevron,The big v shape UFO was moving in a slow motion towards the super Kmart in El Centro CA. when I saw it outside the store.,12/21/2000,
